IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
632202,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4173056835917697,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
707885,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 1-2x UMR,0.456883464869468,ya,sebelum 2020,belum menikah,ada,32765,13000.0,keluarga,5,0,1,tidak
562681,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3098342435792501,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,ya
665874,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 1-2x UMR,0.5026192525671145,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,2,0,2,tidak
247689,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3039996361396223,ya,sebelum 2020,belum menikah,tidak ada,10238,19000.0,sport,0,0,0,ya
676033,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6064975567709211,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,0,0,1,tidak
75865,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.4822820482872847,ya,sebelum 2020,menikah,tidak ada,10238,9000.0,keluarga,0,0,0,ya
468798,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
816782,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4264165088544689,ya,sebelum 2020,menikah,ada,92101,10000.0,keluarga,0,0,0,tidak
62050,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3431036233243319,ya,sebelum 2020,belum menikah,tidak ada,10238,19000.0,keluarga,0,0,0,tidak
349170,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.49487834334464,tidak,sebelum 2020,menikah,ada,10238,3000.0,keluarga,0,0,0,ya
941549,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6919378536797907,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,4,0,8,tidak
796795,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.7265427548472954,ya,setelah 2020,menikah,ada,10238,14000.0,keluarga,1,0,0,tidak
151430,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.6281965922296394,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,2,1,3,tidak
646869,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,setelah 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
10314,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6383298810181021,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
730682,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.5346391972409114,tidak,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,0,3,ya
799204,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7087505588212191,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,3,0,0,tidak
913410,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.2744498319563411,ya,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,2,0,0,tidak
272017,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.48677813254442,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,4,0,5,tidak
673967,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,4,1,6,tidak
361193,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4609659013699166,tidak,sebelum 2020,belum menikah,tidak ada,92101,15000.0,keluarga,0,0,0,ya
985408,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6468445561336958,ya,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,4,1,0,tidak
818226,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4538684843293158,tidak,sebelum 2020,belum menikah,ada,32765,13000.0,keluarga,0,0,0,tidak
566667,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.6268903334367436,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,1,0,6,tidak
412534,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6748467584014937,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,0,0,1,tidak
476601,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.41263478024781,tidak,sebelum 2020,menikah,ada,10238,9000.0,sport,0,0,0,tidak
597023,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.611290601481709,ya,setelah 2020,menikah,tidak ada,10238,15000.0,keluarga,1,1,3,tidak
659968,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4903003084993614,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,1,tidak
147691,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4383659479708347,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
187139,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3813670253394419,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
362787,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3561375056534419,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,tidak
496060,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,1,0,3,tidak
429651,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.6897523024101888,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,3,0,2,tidak
737832,lebih dari 65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.5217651206687128,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,2,1,4,tidak
272425,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5291784834170872,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,0,2,tidak
992804,antara 40-65 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,tidak
572861,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3003323425382041,ya,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
39511,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4890449500064779,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
806393,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6194525598603691,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,2,0,6,tidak
74341,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5713034864796575,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,tidak
485651,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6214746872866204,ya,sebelum 2020,menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
484203,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,kurang dari UMR,0.5220227607561476,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,2,1,2,tidak
394213,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.7212331977911265,tidak,setelah 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
753743,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.3779425489679235,tidak,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,0,0,1,ya
380555,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,tidak ada,10238,16000.0,keluarga,1,0,0,tidak
550799,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5492032981558442,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,1,1,5,tidak
217075,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5859331602944396,ya,sebelum 2020,menikah,tidak ada,10238,11000.0,keluarga,0,1,0,tidak
610450,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6369108567946822,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
374367,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6230590448522321,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,5,1,2,tidak
641530,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,tidak ada,lebih dari 3x UMR,0.6633930592226557,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,2,0,0,tidak
86754,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4899924372348231,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,6,4,1,tidak
840731,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7377958624314571,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,1,0,tidak
754339,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6185102473225245,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,4,1,8,tidak
95931,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5208822009924479,tidak,setelah 2020,menikah,tidak ada,92101,11000.0,keluarga,0,1,0,ya
327644,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5688685430675894,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,1,0,1,tidak
265061,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4426723177096776,ya,sebelum 2020,menikah,tidak ada,92101,10000.0,sport,0,1,0,ya
716227,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.2278898851303023,ya,sebelum 2020,belum menikah,tidak ada,32765,13000.0,sport,0,0,0,ya
303542,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4300974940890192,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,tidak
102405,lebih dari 65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5863557667356879,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,2,0,1,tidak
460863,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6264517137380076,ya,sebelum 2020,belum menikah,ada,32765,8000.0,keluarga,16,0,1,tidak
823832,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5439778428391174,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,1,0,0,tidak
208733,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4769572830617087,ya,setelah 2020,belum menikah,tidak ada,10238,,keluarga,2,0,0,tidak
945734,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3361848660197581,tidak,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
245306,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.608480093781135,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,0,0,0,tidak
613989,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4646762889805906,tidak,setelah 2020,menikah,ada,10238,12000.0,keluarga,1,1,1,ya
621464,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5579703352368941,tidak,sebelum 2020,menikah,ada,10238,10000.0,keluarga,4,2,5,tidak
676084,antara 40-65 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6842442510124921,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,1,0,0,tidak
151587,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.5332127241455101,tidak,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,0,0,0,ya
301838,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4294617799119659,tidak,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,1,ya
226408,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.493597504370531,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,0,0,1,tidak
579201,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6316163309947952,ya,sebelum 2020,menikah,ada,10238,7000.0,keluarga,9,2,11,tidak
76003,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3777435957147451,tidak,sebelum 2020,menikah,ada,10238,,keluarga,3,1,2,tidak
775772,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5152512634730513,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,2,0,2,tidak
391867,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6365727892143006,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,1,0,1,tidak
105389,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.3350076408868216,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,1,0,0,tidak
57461,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.178051021339576,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
842614,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5707619137316899,tidak,setelah 2020,menikah,ada,32765,,keluarga,3,0,2,tidak
876999,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3958739380079953,tidak,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,0,0,0,ya
11666,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3883856803575157,tidak,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,1,0,0,ya
528044,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6431578288259611,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,2,0,1,tidak
851446,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,3,0,1,tidak
666784,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.7282010425337404,ya,setelah 2020,menikah,ada,32765,9000.0,keluarga,5,0,1,tidak
451963,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.713619531907858,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,2,1,2,tidak
832592,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.5261709046884722,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,1,0,5,tidak
469490,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6632948509821023,ya,sebelum 2020,belum menikah,tidak ada,32765,15000.0,keluarga,0,0,0,ya
379389,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,tidak
726757,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5800585073921776,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
921368,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3702676695580816,tidak,sebelum 2020,belum menikah,ada,10238,9000.0,keluarga,2,0,1,ya
73961,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3918469002457876,ya,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,0,0,0,tidak
441403,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4727881902305562,ya,sebelum 2020,menikah,tidak ada,32765,7000.0,keluarga,9,0,2,tidak
906536,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 1-2x UMR,0.5008680670175222,tidak,sebelum 2020,menikah,ada,10238,12000.0,keluarga,2,0,1,ya
792208,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6284960662120435,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,2,tidak
512935,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5080698750595196,tidak,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,1,0,3,ya
709288,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.4507150361003323,ya,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,2,ya
853741,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 2-3x UMR,0.6463943250639713,ya,sebelum 2020,menikah,ada,32765,10000.0,keluarga,8,1,0,tidak
940061,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5357838703302212,ya,setelah 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
414765,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
798631,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5764420898857827,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
725524,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.5839628143132889,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,5,0,1,tidak
508867,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5349072095995847,ya,setelah 2020,belum menikah,ada,32765,8000.0,keluarga,6,1,1,tidak
653578,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4868132675107175,tidak,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,tidak
95896,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3512255882594314,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
117561,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4311091661465828,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,1,0,1,tidak
587659,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4705041616549497,ya,sebelum 2020,belum menikah,ada,10238,9000.0,keluarga,4,1,3,tidak
364265,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5605136817904375,ya,setelah 2020,belum menikah,ada,10238,10000.0,sport,0,0,0,tidak
503289,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.5984477801924861,ya,sebelum 2020,menikah,tidak ada,32765,14000.0,keluarga,1,1,1,tidak
283255,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5075623003804361,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
574217,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5433718956835348,tidak,setelah 2020,belum menikah,tidak ada,32765,12000.0,keluarga,7,0,0,tidak
763621,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.5535358801137119,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,0,4,tidak
125857,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.3646366077692855,ya,setelah 2020,belum menikah,tidak ada,10238,,keluarga,1,0,1,tidak
549806,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
73235,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6080055626977543,ya,setelah 2020,belum menikah,ada,32765,12000.0,keluarga,7,1,2,tidak
921978,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.2917081032559605,tidak,setelah 2020,belum menikah,ada,32765,10000.0,keluarga,9,0,2,tidak
689103,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.6303592736782472,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,3,0,1,tidak
105701,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.8340994824815043,ya,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,2,0,1,tidak
848340,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5207612149303025,tidak,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,1,tidak
625135,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.4191615974667262,ya,setelah 2020,menikah,tidak ada,10238,10000.0,keluarga,0,0,0,tidak
16925,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.4053794646469236,tidak,sebelum 2020,menikah,tidak ada,10238,,keluarga,0,0,0,ya
506850,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5631597807852956,ya,sebelum 2020,menikah,ada,32765,6000.0,keluarga,6,1,2,tidak
387325,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.4088801195621983,ya,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
855116,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7077876452998693,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
954227,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,antara 2-3x UMR,0.5341179263750033,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,3,0,0,tidak
946001,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,tidak ada,lebih dari 3x UMR,0.6292680762134109,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,4,0,1,tidak
555993,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5832027760991236,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,3,0,2,tidak
608175,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5978612595139868,ya,setelah 2020,belum menikah,ada,32765,9000.0,keluarga,1,1,0,tidak
352107,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3497900911696816,tidak,sebelum 2020,belum menikah,ada,32765,10000.0,keluarga,0,0,0,ya
637550,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5085490064052536,ya,sebelum 2020,menikah,tidak ada,10238,11000.0,keluarga,0,0,0,tidak
235902,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5432926152062738,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,2,1,1,ya
801829,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7008093550891253,ya,sebelum 2020,belum menikah,tidak ada,32765,12000.0,keluarga,0,0,0,ya
130027,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4615832444858432,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,tidak
