UMUR,PEKERJAAN,STATUS_PERKAWINAN,PENDIDIKAN,KREDIT_RUMAH,PINJAMAN,MENGHUBUNGI_DENGAN,LAMA_BICARA,JUMLAH_KONTAK_SEKARANG,JUMLAH_KONTAK_SEBELUMNYA,HASIL_SEBELUMNYA,DEPOSITO
29,teknisi,lajang,lulus SMP,ya,tidak ada,telepon rumah,247,1,1,sukses,sukses
32,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,74,1,1,sukses,sukses
27,teknisi,lajang,lulus diploma,tidak,tidak ada,telepon rumah,99,2,1,gagal,belum
30,teknisi,lajang,lulus SMA,ya,tidak ada,HP,218,1,1,gagal,belum
65,pensiunan,menikah,lulus SMA,ya,ada,HP,344,2,1,sukses,sukses
37,administrasi,menikah,lulus universitas,ya,tidak ada,HP,1005,5,2,sukses,sukses
33,administrasi,menikah,lulus SMA,tidak,ada,HP,113,1,2,sukses,belum
56,PRT,cerai,tidak lulus SD,ya,tidak ada,HP,212,1,1,gagal,belum
35,teknisi,menikah,lulus universitas,ya,tidak ada,HP,502,1,1,gagal,belum
40,administrasi,menikah,lulus SMA,ya,tidak ada,telepon rumah,173,6,1,gagal,belum
39,teknisi,menikah,lulus SMP,tidak,tidak ada,HP,171,2,1,gagal,belum
33,buruh,menikah,tidak lulus SD,ya,tidak ada,telepon rumah,99,3,1,sukses,belum
32,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,74,2,2,gagal,belum
42,buruh,menikah,lulus diploma,ya,tidak ada,HP,307,1,1,sukses,sukses
39,pengangguran,menikah,lulus SMP,ya,tidak ada,HP,222,2,1,gagal,belum
30,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,200,1,1,gagal,belum
32,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,56,1,1,gagal,belum
31,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,706,1,1,gagal,belum
58,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,292,6,1,gagal,belum
32,mahasiswa,menikah,lulus universitas,tidak,tidak ada,HP,154,3,1,gagal,belum
42,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,361,1,1,gagal,sukses
29,buruh,lajang,lulus SMP,ya,tidak ada,HP,607,1,1,gagal,belum
31,buruh,lajang,lulus SMP,ya,ada,HP,103,1,2,sukses,sukses
29,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,384,1,3,sukses,belum
42,wiraswasta,menikah,lulus SMA,ya,tidak ada,telepon rumah,164,2,1,gagal,belum
47,administrasi,menikah,lulus universitas,ya,tidak ada,HP,138,1,1,gagal,belum
24,mahasiswa,lajang,lulus SMP,ya,tidak ada,HP,252,1,1,gagal,belum
52,buruh,lajang,lulus SMP,ya,tidak ada,HP,191,3,1,sukses,belum
66,pensiunan,menikah,lulus SD,ya,tidak ada,HP,124,1,1,sukses,belum
27,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,116,1,2,gagal,belum
38,buruh,menikah,lulus SMA,ya,tidak ada,HP,839,2,1,sukses,sukses
43,buruh,menikah,lulus SD,tidak,tidak ada,HP,36,5,1,gagal,belum
38,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,415,1,2,gagal,sukses
33,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,121,2,1,gagal,belum
35,buruh,menikah,lulus SMP,ya,tidak ada,HP,275,1,2,sukses,sukses
29,teknisi,lajang,lulus universitas,ya,tidak ada,HP,93,1,1,gagal,belum
33,buruh,menikah,tidak lulus SD,tidak,ada,HP,496,2,1,gagal,sukses
41,pengangguran,menikah,lulus diploma,tidak,tidak ada,HP,276,4,1,sukses,belum
52,teknisi,menikah,lulus diploma,ya,tidak ada,HP,632,1,1,gagal,belum
58,buruh,menikah,lulus SMP,ya,tidak ada,HP,180,1,1,gagal,belum
37,administrasi,menikah,lulus SMA,tidak,ada,HP,463,1,1,gagal,belum
45,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,905,1,1,gagal,belum
29,teknisi,lajang,lulus SMA,tidak,tidak ada,HP,158,1,3,gagal,belum
23,administrasi,menikah,lulus SMA,tidak,ada,HP,7,5,1,gagal,belum
42,teknisi,cerai,lulus diploma,tidak,tidak ada,HP,615,1,1,gagal,belum
39,wiraswasta,lajang,lulus universitas,ya,ada,HP,233,1,1,gagal,belum
57,PRT,menikah,tidak lulus SD,ya,tidak ada,telepon rumah,595,3,1,gagal,sukses
28,pengangguran,lajang,tidak lulus SD,ya,tidak ada,HP,160,2,1,sukses,belum
34,pengangguran,lajang,lulus universitas,tidak,tidak ada,HP,464,5,1,gagal,sukses
35,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,272,4,1,gagal,belum
48,administrasi,menikah,lulus universitas,ya,tidak ada,HP,220,2,1,gagal,belum
39,teknisi,lajang,lulus universitas,ya,ada,HP,861,6,1,gagal,belum
26,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,371,2,2,gagal,belum
57,pensiunan,cerai,lulus SMP,ya,tidak ada,telepon rumah,149,5,1,gagal,belum
29,administrasi,menikah,lulus universitas,ya,tidak ada,HP,88,1,2,gagal,belum
23,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,92,1,1,gagal,belum
27,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,103,1,1,sukses,belum
45,administrasi,menikah,lulus SMA,ya,tidak ada,HP,738,3,1,sukses,sukses
55,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,336,1,1,gagal,belum
58,pensiunan,cerai,lulus diploma,ya,tidak ada,HP,321,3,1,gagal,belum
42,pelayan,menikah,lulus SD,tidak,tidak ada,HP,474,2,1,gagal,belum
53,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,160,7,1,gagal,belum
36,teknisi,lajang,lulus universitas,ya,tidak ada,HP,317,1,1,gagal,belum
44,teknisi,menikah,lulus universitas,tidak,ada,telepon rumah,201,2,1,gagal,belum
29,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,216,1,3,sukses,sukses
23,mahasiswa,lajang,lulus SMP,ya,tidak ada,HP,502,1,1,gagal,belum
47,karyawan,menikah,lulus SMA,tidak,tidak ada,HP,57,1,2,gagal,belum
80,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,242,1,2,gagal,sukses
39,buruh,menikah,lulus SD,ya,tidak ada,telepon rumah,25,1,1,sukses,belum
38,administrasi,menikah,lulus SMA,tidak,ada,HP,284,1,1,gagal,belum
44,administrasi,menikah,lulus SD,tidak,tidak ada,HP,217,1,1,gagal,belum
30,buruh,menikah,lulus SMP,ya,tidak ada,HP,136,2,1,gagal,belum
28,teknisi,lajang,lulus SMA,ya,ada,HP,609,1,1,sukses,sukses
55,teknisi,menikah,lulus diploma,ya,tidak ada,HP,371,3,2,gagal,belum
20,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,229,2,3,sukses,sukses
38,buruh,menikah,lulus SMP,ya,tidak ada,HP,612,1,1,gagal,belum
30,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,252,1,1,gagal,belum
30,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,592,3,1,gagal,sukses
42,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,96,1,1,gagal,belum
31,buruh,menikah,lulus SMP,ya,tidak ada,telepon rumah,22,7,1,gagal,belum
36,buruh,cerai,lulus SMP,tidak,tidak ada,HP,211,3,1,gagal,belum
31,pelayan,menikah,lulus SMA,ya,tidak ada,HP,211,6,1,gagal,belum
41,administrasi,menikah,lulus universitas,ya,tidak ada,telepon rumah,338,3,1,gagal,belum
37,administrasi,menikah,lulus universitas,ya,tidak ada,HP,729,1,1,gagal,sukses
29,pelayan,menikah,lulus SMP,ya,tidak ada,HP,302,1,1,gagal,belum
28,teknisi,lajang,lulus universitas,tidak,ada,HP,97,1,1,gagal,belum
53,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,166,1,1,gagal,belum
40,freelance,menikah,lulus SMP,tidak,tidak ada,HP,55,1,1,gagal,belum
43,buruh,menikah,lulus SD,ya,tidak ada,HP,131,4,1,gagal,sukses
27,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,207,1,1,gagal,belum
56,buruh,cerai,tidak lulus SD,tidak,tidak ada,HP,150,1,1,gagal,belum
48,administrasi,lajang,lulus SMA,ya,tidak ada,HP,105,1,1,gagal,belum
76,pensiunan,menikah,lulus universitas,ya,ada,HP,330,2,2,sukses,sukses
29,wiraswasta,lajang,lulus universitas,ya,ada,HP,268,1,1,gagal,belum
32,freelance,lajang,lulus universitas,tidak,tidak ada,HP,590,1,2,gagal,belum
35,pelayan,menikah,lulus SMA,ya,tidak ada,HP,412,1,1,sukses,sukses
33,buruh,menikah,lulus SMP,ya,tidak ada,HP,335,1,1,gagal,belum
30,teknisi,menikah,lulus diploma,ya,tidak ada,HP,59,1,1,gagal,belum
35,buruh,cerai,tidak lulus SD,tidak,tidak ada,HP,197,4,1,gagal,belum
31,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,115,3,1,gagal,belum
24,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,200,1,4,gagal,belum
51,teknisi,menikah,lulus diploma,ya,tidak ada,HP,67,6,3,gagal,belum
36,administrasi,lajang,lulus universitas,ya,tidak ada,HP,19,8,1,gagal,belum
35,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,327,2,1,gagal,belum
29,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,176,1,1,sukses,belum
29,administrasi,menikah,lulus SMA,ya,tidak ada,HP,57,1,1,gagal,belum
58,wiraswasta,cerai,lulus diploma,ya,tidak ada,HP,165,5,2,gagal,belum
48,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,78,1,1,gagal,belum
31,buruh,menikah,lulus SMP,tidak,ada,HP,183,1,1,gagal,belum
36,administrasi,menikah,lulus universitas,ya,tidak ada,HP,825,1,1,sukses,sukses
37,administrasi,lajang,lulus SMA,tidak,ada,HP,71,3,1,gagal,belum
29,administrasi,lajang,lulus diploma,tidak,tidak ada,telepon rumah,346,4,1,gagal,belum
58,administrasi,menikah,lulus SMA,ya,tidak ada,HP,214,4,2,gagal,belum
29,administrasi,lajang,lulus SMA,ya,tidak ada,HP,107,2,1,sukses,sukses
34,teknisi,menikah,lulus diploma,ya,ada,HP,120,1,3,sukses,belum
65,karyawan,menikah,lulus universitas,ya,tidak ada,HP,183,1,2,gagal,sukses
26,teknisi,lajang,lulus universitas,ya,tidak ada,HP,284,3,1,gagal,sukses
37,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,119,1,3,gagal,belum
40,freelance,menikah,lulus diploma,tidak,tidak ada,HP,210,1,1,gagal,belum
29,teknisi,lajang,lulus diploma,tidak,ada,HP,127,1,2,sukses,belum
34,buruh,lajang,lulus SMA,tidak,tidak ada,telepon rumah,71,5,1,gagal,belum
76,pensiunan,menikah,lulus universitas,tidak,tidak ada,HP,103,1,1,gagal,belum
31,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,239,3,1,gagal,belum
80,pensiunan,cerai,tidak lulus SD,tidak,ada,HP,169,2,2,sukses,sukses
50,administrasi,lajang,lulus universitas,ya,ada,HP,340,2,1,gagal,belum
30,administrasi,menikah,lulus universitas,ya,tidak ada,HP,316,1,1,gagal,sukses
21,mahasiswa,lajang,lulus universitas,ya,tidak ada,HP,379,3,1,sukses,sukses
30,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,196,1,2,gagal,belum
76,pensiunan,menikah,lulus SD,tidak,ada,HP,284,1,1,gagal,belum
41,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,391,2,1,sukses,sukses
39,freelance,menikah,lulus universitas,tidak,tidak ada,HP,85,1,1,gagal,belum
49,teknisi,menikah,tidak lulus SD,tidak,tidak ada,HP,378,1,1,gagal,belum
31,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,252,2,2,sukses,sukses
35,administrasi,menikah,lulus universitas,ya,tidak ada,HP,330,1,1,sukses,sukses
45,administrasi,cerai,lulus universitas,ya,tidak ada,HP,164,1,1,gagal,belum
29,karyawan,lajang,lulus universitas,ya,tidak ada,HP,154,2,1,gagal,belum
30,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,79,4,1,gagal,belum
23,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,409,1,1,sukses,belum
35,teknisi,menikah,lulus universitas,ya,tidak ada,HP,182,1,3,gagal,sukses
24,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,153,2,2,sukses,sukses
60,PRT,cerai,lulus diploma,ya,tidak ada,HP,186,3,1,gagal,belum
35,administrasi,menikah,lulus universitas,ya,tidak ada,HP,768,2,2,gagal,sukses
32,administrasi,lajang,lulus diploma,ya,tidak ada,HP,603,2,2,gagal,belum
68,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,110,1,2,gagal,belum
34,administrasi,menikah,lulus SMA,ya,tidak ada,HP,238,1,2,sukses,sukses
32,administrasi,lajang,lulus universitas,ya,tidak ada,HP,18,8,1,gagal,belum
49,karyawan,menikah,lulus universitas,ya,tidak ada,HP,128,1,1,gagal,belum
29,buruh,menikah,lulus SMA,ya,ada,HP,145,1,1,gagal,belum
44,buruh,menikah,lulus SMA,ya,tidak ada,HP,921,2,1,gagal,belum
45,freelance,menikah,lulus SMA,tidak,tidak ada,HP,374,1,1,gagal,sukses
27,pelayan,menikah,lulus SMA,ya,tidak ada,HP,152,1,1,gagal,belum
51,teknisi,cerai,lulus diploma,ya,ada,HP,84,1,1,gagal,belum
70,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,422,3,1,gagal,belum
33,pelayan,lajang,lulus SMA,ya,tidak ada,HP,557,1,1,gagal,belum
32,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,191,2,2,gagal,belum
33,teknisi,menikah,lulus diploma,tidak,ada,HP,383,3,1,gagal,belum
54,karyawan,menikah,lulus universitas,ya,ada,HP,552,1,2,gagal,belum
42,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,361,1,1,gagal,belum
26,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,177,1,3,sukses,belum
44,buruh,lajang,lulus SMP,tidak,tidak ada,HP,267,4,1,gagal,belum
51,teknisi,menikah,lulus diploma,ya,tidak ada,HP,135,2,1,gagal,sukses
40,buruh,cerai,tidak lulus SD,ya,tidak ada,HP,58,1,1,gagal,belum
25,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,211,2,3,sukses,sukses
17,mahasiswa,lajang,lulus SMP,ya,tidak ada,HP,182,2,2,gagal,belum
31,pelayan,menikah,lulus SMA,ya,tidak ada,HP,322,1,1,gagal,belum
55,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,401,1,1,sukses,belum
37,buruh,lajang,lulus universitas,tidak,tidak ada,HP,159,2,1,gagal,belum
49,administrasi,cerai,lulus SMA,ya,tidak ada,HP,168,3,1,gagal,belum
33,administrasi,lajang,lulus universitas,ya,tidak ada,HP,289,1,1,gagal,belum
31,buruh,menikah,lulus SMP,ya,ada,HP,126,2,2,gagal,belum
26,mahasiswa,lajang,lulus SMP,ya,tidak ada,HP,682,2,2,sukses,belum
67,pensiunan,menikah,lulus universitas,tidak,tidak ada,HP,201,1,1,gagal,belum
79,pensiunan,menikah,tidak lulus SD,tidak,ada,HP,464,1,1,gagal,sukses
37,buruh,menikah,lulus SMP,tidak,tidak ada,HP,49,3,1,gagal,belum
29,karyawan,lajang,lulus universitas,ya,tidak ada,HP,468,2,1,gagal,belum
47,teknisi,cerai,lulus universitas,tidak,ada,HP,642,2,1,gagal,belum
33,pelayan,lajang,lulus SMA,ya,tidak ada,HP,281,1,1,gagal,belum
24,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,122,2,1,gagal,belum
48,teknisi,lajang,lulus universitas,ya,ada,HP,193,4,1,gagal,belum
37,pelayan,cerai,lulus SMA,ya,ada,HP,92,1,1,gagal,belum
24,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,192,4,1,sukses,sukses
32,buruh,menikah,lulus SMP,tidak,tidak ada,HP,583,1,1,sukses,sukses
37,administrasi,menikah,lulus universitas,ya,tidak ada,HP,148,1,2,gagal,sukses
43,freelance,cerai,lulus universitas,tidak,tidak ada,HP,1529,1,1,gagal,belum
31,mahasiswa,lajang,lulus universitas,ya,ada,HP,183,1,2,sukses,sukses
31,administrasi,lajang,lulus universitas,ya,tidak ada,HP,282,2,1,sukses,sukses
65,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,258,1,3,sukses,sukses
75,PRT,cerai,tidak lulus SD,tidak,tidak ada,telepon rumah,135,8,1,sukses,belum
55,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,72,1,1,gagal,belum
51,pengangguran,cerai,lulus universitas,tidak,tidak ada,HP,286,6,1,gagal,belum
48,buruh,menikah,lulus SMP,ya,tidak ada,HP,268,1,3,sukses,sukses
32,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,863,4,2,sukses,sukses
31,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,182,2,2,gagal,belum
45,buruh,cerai,lulus SMP,tidak,tidak ada,HP,220,4,1,gagal,belum
35,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,147,4,1,gagal,belum
33,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,204,3,1,gagal,belum
28,pelayan,menikah,lulus SMP,ya,ada,HP,65,3,1,gagal,belum
32,administrasi,lajang,lulus SMA,ya,tidak ada,HP,92,1,1,gagal,belum
19,mahasiswa,lajang,lulus SMP,tidak,ada,telepon rumah,567,1,2,sukses,sukses
82,PRT,menikah,tidak lulus SD,tidak,tidak ada,telepon rumah,279,3,2,sukses,sukses
40,pelayan,lajang,lulus SMA,ya,tidak ada,HP,91,2,1,gagal,belum
32,wiraswasta,menikah,lulus SMA,ya,tidak ada,HP,100,1,1,gagal,belum
42,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,134,1,1,sukses,belum
61,administrasi,menikah,lulus universitas,ya,ada,telepon rumah,425,1,2,sukses,sukses
52,freelance,cerai,lulus SMP,ya,tidak ada,HP,26,5,1,gagal,belum
30,buruh,lajang,lulus SMP,tidak,ada,HP,143,1,1,gagal,belum
33,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,87,1,1,gagal,belum
33,pelayan,menikah,lulus SMA,tidak,ada,HP,347,2,1,gagal,belum
30,administrasi,lajang,lulus universitas,ya,tidak ada,HP,160,4,1,gagal,belum
76,pensiunan,cerai,tidak lulus SD,tidak,tidak ada,HP,185,1,1,gagal,sukses
22,mahasiswa,lajang,lulus SMA,ya,tidak ada,telepon rumah,355,1,2,gagal,belum
50,buruh,menikah,lulus SMP,ya,tidak ada,HP,1365,2,1,gagal,sukses
50,buruh,menikah,lulus diploma,ya,tidak ada,HP,51,1,1,gagal,belum
51,administrasi,menikah,lulus SMA,tidak,ada,HP,181,2,1,gagal,belum
30,administrasi,menikah,lulus universitas,ya,tidak ada,HP,96,2,1,sukses,sukses
32,freelance,menikah,lulus universitas,ya,tidak ada,HP,247,1,3,gagal,sukses
44,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,82,2,1,gagal,belum
29,teknisi,lajang,lulus diploma,ya,ada,HP,467,2,1,sukses,sukses
49,buruh,menikah,lulus SD,ya,tidak ada,HP,85,4,1,gagal,belum
33,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,168,1,1,gagal,belum
54,freelance,menikah,lulus universitas,tidak,tidak ada,HP,219,3,1,gagal,belum
35,administrasi,lajang,lulus SMA,tidak,ada,HP,98,2,2,gagal,belum
29,pelayan,menikah,lulus SMA,ya,tidak ada,HP,23,1,1,gagal,belum
28,buruh,menikah,lulus SMP,tidak,tidak ada,HP,182,2,1,gagal,belum
45,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,582,1,1,sukses,sukses
33,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,245,5,1,gagal,belum
35,administrasi,cerai,lulus universitas,ya,tidak ada,HP,220,1,1,gagal,belum
37,pelayan,menikah,lulus SMA,ya,ada,HP,608,2,2,gagal,sukses
34,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,469,1,2,sukses,sukses
31,administrasi,menikah,lulus universitas,ya,tidak ada,HP,400,1,1,sukses,sukses
33,buruh,menikah,lulus SMP,ya,tidak ada,HP,135,1,1,gagal,belum
33,administrasi,lajang,lulus SMA,ya,tidak ada,HP,961,2,1,gagal,sukses
43,administrasi,lajang,lulus universitas,ya,tidak ada,HP,305,1,1,gagal,belum
78,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,173,2,1,gagal,sukses
70,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,61,6,1,gagal,belum
36,pelayan,menikah,lulus SMP,ya,tidak ada,HP,221,1,1,sukses,sukses
29,buruh,lajang,lulus SMA,ya,tidak ada,HP,62,3,1,gagal,belum
33,buruh,menikah,lulus SD,ya,tidak ada,HP,670,2,1,gagal,sukses
38,wiraswasta,menikah,lulus diploma,ya,tidak ada,HP,583,6,4,sukses,sukses
48,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,301,1,1,gagal,belum
32,buruh,cerai,lulus SMP,ya,ada,HP,215,6,1,gagal,belum
70,PRT,menikah,tidak lulus SD,tidak,tidak ada,HP,91,1,1,gagal,belum
39,pengangguran,menikah,lulus SMP,tidak,tidak ada,HP,149,1,1,gagal,belum
52,buruh,menikah,lulus SD,ya,tidak ada,HP,157,2,1,gagal,belum
55,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,168,2,1,gagal,belum
56,pengangguran,menikah,lulus SMP,tidak,tidak ada,HP,540,1,1,gagal,sukses
27,administrasi,lajang,lulus universitas,ya,tidak ada,HP,97,1,1,gagal,belum
56,administrasi,menikah,lulus SMP,ya,tidak ada,HP,146,1,1,gagal,belum
27,teknisi,lajang,lulus diploma,ya,tidak ada,HP,282,4,1,gagal,belum
45,administrasi,menikah,lulus SMA,ya,tidak ada,HP,90,1,1,gagal,belum
23,mahasiswa,lajang,lulus universitas,ya,tidak ada,HP,172,1,2,sukses,sukses
39,freelance,cerai,lulus SMA,tidak,tidak ada,HP,108,2,1,sukses,sukses
41,administrasi,cerai,lulus universitas,ya,tidak ada,HP,140,1,2,sukses,sukses
32,wiraswasta,menikah,tidak lulus SD,ya,tidak ada,HP,183,2,1,gagal,sukses
34,pelayan,menikah,lulus SMP,ya,ada,telepon rumah,437,2,1,gagal,belum
38,pelayan,menikah,lulus SMP,ya,tidak ada,HP,101,1,1,gagal,belum
38,buruh,menikah,lulus SMA,ya,tidak ada,HP,151,2,1,gagal,belum
37,wiraswasta,cerai,lulus SMA,tidak,tidak ada,HP,116,4,1,gagal,belum
35,buruh,menikah,lulus SMP,tidak,tidak ada,HP,207,1,1,gagal,belum
37,wiraswasta,menikah,lulus SMP,ya,tidak ada,HP,346,1,2,gagal,belum
30,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,197,1,1,gagal,belum
44,PRT,menikah,lulus SMA,tidak,tidak ada,HP,144,6,1,gagal,belum
59,freelance,menikah,lulus universitas,tidak,tidak ada,HP,193,1,1,gagal,belum
48,administrasi,menikah,lulus SD,ya,tidak ada,HP,115,2,2,sukses,belum
43,buruh,menikah,lulus SMA,tidak,tidak ada,HP,22,8,1,gagal,belum
27,buruh,lajang,lulus SMA,tidak,ada,HP,308,1,1,gagal,belum
34,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,83,2,1,gagal,belum
27,administrasi,lajang,lulus universitas,ya,ada,HP,98,1,1,gagal,belum
33,teknisi,menikah,lulus universitas,ya,tidak ada,telepon rumah,161,1,1,gagal,belum
35,buruh,menikah,lulus SMA,ya,tidak ada,HP,273,2,1,gagal,belum
31,teknisi,lajang,lulus universitas,ya,ada,HP,69,1,1,sukses,belum
49,pelayan,menikah,lulus SMA,tidak,tidak ada,telepon rumah,86,1,1,gagal,belum
39,teknisi,lajang,lulus diploma,ya,tidak ada,HP,180,1,1,gagal,belum
31,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,163,1,1,gagal,sukses
31,buruh,menikah,lulus SMP,tidak,tidak ada,HP,242,2,2,gagal,belum
22,mahasiswa,lajang,lulus SMA,ya,ada,HP,221,1,1,gagal,belum
32,pengangguran,lajang,lulus universitas,tidak,tidak ada,HP,213,1,1,gagal,belum
64,pensiunan,menikah,lulus universitas,tidak,tidak ada,HP,139,2,1,sukses,sukses
41,buruh,menikah,lulus SMP,ya,tidak ada,HP,256,2,1,gagal,belum
38,administrasi,lajang,lulus universitas,tidak,ada,HP,266,2,1,gagal,belum
44,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,113,1,1,gagal,belum
28,freelance,lajang,lulus universitas,ya,tidak ada,telepon rumah,152,1,1,gagal,belum
40,buruh,menikah,tidak lulus SD,ya,ada,HP,45,4,1,gagal,belum
32,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,96,3,1,gagal,belum
26,administrasi,lajang,lulus universitas,tidak,tidak ada,telepon rumah,1087,1,1,sukses,sukses
31,buruh,menikah,lulus SMP,ya,tidak ada,HP,161,5,1,gagal,belum
62,buruh,menikah,tidak lulus SD,ya,ada,HP,113,1,1,gagal,belum
49,buruh,menikah,lulus SMP,ya,tidak ada,HP,277,4,1,gagal,sukses
22,pelayan,lajang,lulus diploma,ya,tidak ada,HP,84,1,2,gagal,belum
41,administrasi,menikah,lulus universitas,tidak,tidak ada,telepon rumah,234,2,1,sukses,sukses
49,buruh,menikah,lulus SD,ya,tidak ada,HP,118,1,1,gagal,belum
53,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,964,1,1,gagal,sukses
28,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,324,1,1,gagal,sukses
34,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,207,1,1,gagal,belum
40,PRT,menikah,lulus SMP,ya,ada,telepon rumah,169,1,1,gagal,belum
38,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,180,2,1,gagal,belum
33,teknisi,lajang,lulus diploma,ya,tidak ada,HP,246,9,2,gagal,belum
30,administrasi,lajang,lulus universitas,tidak,ada,HP,199,1,1,sukses,sukses
40,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,162,1,1,gagal,belum
43,karyawan,menikah,lulus universitas,ya,tidak ada,HP,818,2,1,gagal,belum
28,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,99,4,1,gagal,belum
58,buruh,menikah,tidak lulus SD,ya,ada,HP,74,2,2,gagal,belum
39,administrasi,menikah,lulus universitas,ya,tidak ada,HP,894,2,1,gagal,belum
33,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,492,1,2,gagal,sukses
55,pensiunan,cerai,tidak lulus SD,tidak,tidak ada,HP,526,4,1,gagal,sukses
66,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,98,4,1,sukses,belum
77,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,318,1,4,gagal,sukses
37,administrasi,menikah,lulus SMA,ya,tidak ada,HP,598,1,1,gagal,belum
27,teknisi,lajang,lulus universitas,ya,tidak ada,HP,305,3,1,sukses,sukses
44,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,924,2,1,sukses,sukses
49,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,34,1,1,gagal,belum
48,administrasi,menikah,lulus SMA,tidak,ada,HP,274,1,1,sukses,sukses
44,karyawan,menikah,lulus universitas,ya,tidak ada,HP,69,1,1,gagal,belum
29,pengangguran,cerai,lulus universitas,ya,tidak ada,telepon rumah,366,3,1,gagal,belum
46,karyawan,menikah,lulus universitas,ya,tidak ada,HP,268,1,1,gagal,belum
36,buruh,lajang,lulus diploma,ya,ada,telepon rumah,73,3,1,gagal,belum
